   t/P,   v1r (km/s),    v2r (km/s),        Mbol,     dS (W),  y1p (AU),   z1p (AU),   y2p (AU),   z2p (AU),  ycmp (AU),  zcmp (AU)
0.969031,64.899739,-68.376511,-2.412908,1.121711E+028,-0.01138184,0.0006349572,0.01199159,-0.0006689727,0,0
0.97003,66.530564,-70.094701,-2.421071,9.266781E+027,-0.01166111,0.0006328318,0.01228581,-0.0006667335,0,0
0.971029,68.157701,-71.809007,-2.428615,7.423753E+027,-0.01193962,0.0006306653,0.01257924,-0.000664451,0,0
0.972028,69.780945,-73.51921,-2.435245,5.771754E+027,-0.01221736,0.0006284579,0.01287186,-0.0006621253,0,0
0.973027,71.400088,-75.225093,-2.440991,4.314734E+027,-0.01249431,0.0006262095,0.01316365,-0.0006597565,0,0
0.974026,73.014924,-76.926438,-2.445809,3.074908E+027,-0.01277044,0.0006239205,0.01345458,-0.0006573448,0,0
0.975025,74.625247,-78.623028,-2.449833,2.026497E+027,-0.01304575,0.0006215907,0.01374463,-0.0006548902,0,0
0.976024,76.230849,-80.314645,-2.452984,1.197573E+027,-0.01332021,0.0006192204,0.0140338,-0.000652393,0,0
0.977023,77.831527,-82.001073,-2.455189,6.128398E+026,-0.01359381,0.0006168097,0.01432205,-0.0006498531,0,0
0.978022,79.427073,-83.682095,-2.457487,0,-0.01386652,0.0006143588,0.01460937,-0.0006472708,0,0
0.979021,81.017284,-85.357496,-2.457487,0,-0.01413833,0.0006118676,0.01489574,-0.0006446463,0,0
0.98002,82.601955,-87.027059,-2.457487,0,-0.01440921,0.0006093365,0.01518113,-0.0006419795,0,0
0.981019,84.180881,-88.690571,-2.457487,0,-0.01467916,0.0006067655,0.01546554,-0.0006392708,0,0
0.982018,85.753861,-90.347818,-2.457487,0,-0.01494815,0.0006041547,0.01574894,-0.0006365202,0,0
0.983017,87.320691,-91.998585,-2.457487,0,-0.01521616,0.0006015044,0.01603131,-0.0006337278,0,0
0.984016,88.88117,-93.642661,-2.457487,0,-0.01548318,0.0005988146,0.01631263,-0.000630894,0,0
0.985015,90.435097,-95.279835,-2.457487,0,-0.01574918,0.0005960855,0.01659289,-0.0006280187,0,0
0.986014,91.982273,-96.909895,-2.457487,0,-0.01601416,0.0005933174,0.01687206,-0.0006251022,0,0
0.987013,93.522498,-98.532632,-2.457487,0,-0.01627808,0.0005905102,0.01715012,-0.0006221447,0,0
0.988012,95.055576,-100.147839,-2.457487,0,-0.01654094,0.0005876643,0.01742707,-0.0006191463,0,0
0.989011,96.581308,-101.755307,-2.457487,0,-0.01680272,0.0005847797,0.01770287,-0.0006161072,0,0
0.99001,98.099501,-103.354832,-2.457487,0,-0.0170634,0.0005818567,0.01797751,-0.0006130276,0,0
0.991009,99.60996,-104.946208,-2.457487,0,-0.01732296,0.0005788954,0.01825097,-0.0006099076,0,0
0.992008,101.112492,-106.529232,-2.457487,0,-0.01758138,0.000575896,0.01852324,-0.0006067476,0,0
0.993007,102.606905,-108.103704,-2.457487,0,-0.01783865,0.0005728587,0.01879429,-0.0006035476,0,0
0.994006,104.093011,-109.669422,-2.457487,0,-0.01809474,0.0005697838,0.0190641,-0.0006003079,0,0
0.995005,105.57062,-111.226189,-2.457487,0,-0.01834965,0.0005666712,0.01933267,-0.0005970286,0,0
0.996004,107.039546,-112.773807,-2.457487,0,-0.01860336,0.0005635214,0.01959997,-0.0005937101,0,0
0.997003,108.499603,-114.312082,-2.457487,0,-0.01885584,0.0005603345,0.01986597,-0.0005903524,0,0
0.998002,109.950609,-115.84082,-2.457487,0,-0.01910708,0.0005571106,0.02013068,-0.0005869558,0,0
0.999001,111.392381,-117.35983,-2.457487,0,-0.01935707,0.00055385,0.02039406,-0.0005835206,0,0
1,112.824741,-118.868923,-2.457487,0,-0.01960579,0.000550553,0.0206561,-0.0005800469,0,0
